municipio,matfund,matfundpop,matmed,matmedpop,docfund,docfundpop,docmed,docmedpop,nestabfund,nestabfundpop,nestabmed,nestabmedpop,populacao,idh,pib
230120,3815,0.14431,1503,0.05685,208,0.00787,70,0.00265,18,0.00068,3,0.00011,26437,0.615,7805.27
230125,1621,0.14870,467,0.04284,107,0.00982,21,0.00193,9,0.00083,1,0.00009,10901,0.590,7272.85
230130,3706,0.17197,1000,0.04640,151,0.00701,54,0.00251,18,0.00084,2,0.00009,21550,0.564,7566.39
230140,1932,0.17028,660,0.05817,102,0.00899,37,0.00326,10,0.00088,2,0.00018,11346,0.622,13199.26
230150,1066,0.13604,304,0.03880,82,0.01046,17,0.00217,7,0.00089,1,0.00013,7836,0.618,6858.65
230160,2951,0.12602,1167,0.04984,162,0.00692,69,0.00295,10,0.00043,3,0.00013,23417,0.600,9420.95
230170,3145,0.12733,817,0.03308,154,0.00624,59,0.00239,17,0.00069,2,0.00008,24699,0.605,7950.64
230180,818,0.13042,300,0.04783,55,0.00877,17,0.00271,5,0.00080,1,0.00016,6272,0.627,7333.23
230185,2710,0.14930,753,0.04149,144,0.00793,34,0.00187,13,0.00072,1,0.00006,18151,0.606,9157.88
230190,9623,0.15997,2705,0.04497,514,0.00854,124,0.00206,47,0.00078,6,0.00010,60155,0.683,15488.08
230195,3161,0.14136,781,0.03493,141,0.00631,26,0.00116,13,0.00058,1,0.00004,22362,0.616,7862.70
230200,2683,0.11875,706,0.03125,177,0.00783,42,0.00186,20,0.00089,3,0.00013,22593,0.599,8004.62
230205,2458,0.16399,803,0.05357,114,0.00761,32,0.00213,12,0.00080,1,0.00007,14989,0.571,6891.82
230210,5081,0.14283,1064,0.02991,193,0.00543,47,0.00132,28,0.00079,2,0.00006,35575,0.619,10421.66
230220,7486,0.14013,2228,0.04171,340,0.00636,106,0.00198,36,0.00067,3,0.00006,53421,0.638,15037.31
230230,3954,0.12131,1289,0.03955,229,0.00703,75,0.00230,30,0.00092,4,0.00012,32593,0.623,7386.38
230240,7274,0.13361,2193,0.04028,357,0.00656,140,0.00257,70,0.00129,4,0.00007,54440,0.598,7484.99
230250,6442,0.13118,2242,0.04565,369,0.00751,111,0.00226,33,0.00067,5,0.00010,49109,0.647,12106.25
230260,9213,0.14530,2899,0.04572,439,0.00692,143,0.00226,39,0.00062,6,0.00009,63408,0.620,10535.09
230270,3727,0.13598,1302,0.04750,220,0.00803,70,0.00255,27,0.00099,2,0.00007,27409,0.630,8299.29
230280,11040,0.14145,2834,0.03631,429,0.00550,194,0.00249,73,0.00094,6,0.00008,78049,0.612,9206.89
230290,2640,0.14837,595,0.03344,162,0.00910,31,0.00174,14,0.00079,1,0.00006,17793,0.611,8397.85
230300,2715,0.12106,877,0.03910,149,0.00664,57,0.00254,21,0.00094,3,0.00013,22427,0.592,5684.15
230310,2184,0.11616,961,0.05111,188,0.01000,51,0.00271,20,0.00106,2,0.00011,18802,0.596,7562.09
230320,4267,0.15748,1137,0.04196,320,0.01181,42,0.00155,19,0.00070,2,0.00007,27095,0.578,7427.01
230330,2044,0.10786,478,0.02522,105,0.00554,28,0.00148,8,0.00042,1,0.00005,18950,0.597,7375.11
230340,2544,0.14335,720,0.04057,165,0.00930,40,0.00225,19,0.00107,2,0.00011,17747,0.593,6785.52
230350,9674,0.13530,3097,0.04332,378,0.00529,153,0.00214,48,0.00067,7,0.00010,71499,0.646,12605.08
230360,1441,0.07008,396,0.01926,88,0.00428,22,0.00107,14,0.00068,1,0.00005,20562,0.618,5451.43
230365,1330,0.12743,377,0.03612,84,0.00805,17,0.00163,12,0.00115,1,0.00010,10437,0.609,8277.71
230370,49874,0.13702,13343,0.03666,2006,0.00551,580,0.00159,167,0.00046,27,0.00007,363982,0.682,16178.90
230380,3343,0.13240,1210,0.04792,161,0.00638,94,0.00372,21,0.00083,3,0.00012,25249,0.627,7493.12
230390,1944,0.14900,536,0.04108,118,0.00904,19,0.00146,13,0.00100,1,0.00008,13047,0.586,7126.75
230393,1839,0.13646,451,0.03347,68,0.00505,19,0.00141,11,0.00082,1,0.00007,13476,0.585,6249.33
230395,2818,0.14567,697,0.03603,126,0.00651,26,0.00134,16,0.00083,1,0.00005,19345,0.604,13965.85
230400,3042,0.13079,1195,0.05138,190,0.00817,67,0.00288,15,0.00064,2,0.00009,23258,0.610,6507.31
230410,10127,0.13506,3241,0.04322,491,0.00655,198,0.00264,51,0.00068,9,0.00012,74982,0.644,10013.53
230420,18349,0.13967,5552,0.04226,997,0.00759,392,0.00298,89,0.00068,19,0.00014,131372,0.713,11772.70
230423,2599,0.14444,802,0.04457,130,0.00722,42,0.00233,27,0.00150,2,0.00011,17994,0.590,7358.18
230425,4085,0.16928,1144,0.04741,264,0.01094,59,0.00244,26,0.00108,3,0.00012,24131,0.632,9583.47
230426,1086,0.11330,353,0.03683,63,0.00657,16,0.00167,5,0.00052,1,0.00010,9585,0.609,7018.79
230427,821,0.11385,220,0.03051,45,0.00624,13,0.00180,5,0.00069,1,0.00014,7211,0.610,7303.27
230428,10152,0.19198,2477,0.04684,410,0.00775,127,0.00240,34,0.00064,6,0.00011,52880,0.701,56121.51
230430,2815,0.14908,844,0.04470,182,0.00964,46,0.00244,17,0.00090,2,0.00011,18882,0.633,10404.89
230435,3009,0.12450,1005,0.04158,159,0.00658,36,0.00149,14,0.00058,1,0.00004,24169,0.644,8682.12
230440,300444,0.11366,99635,0.03769,13785,0.00522,5727,0.00217,1021,0.00039,307,0.00012,2643247,0.754,23436.66
230445,2055,0.12563,520,0.03179,108,0.00660,20,0.00122,10,0.00061,1,0.00006,16357,0.624,9685.71
230450,2143,0.15576,677,0.04921,128,0.00930,29,0.00211,13,0.00094,1,0.00007,13758,0.604,18297.95
230460,1296,0.18631,388,0.05578,76,0.01093,13,0.00187,7,0.00101,1,0.00014,6956,0.568,7667.45
230465,1998,0.12955,502,0.03255,113,0.00733,19,0.00123,15,0.00097,1,0.00006,15423,0.570,6272.26
230470,8467,0.15471,2756,0.05036,631,0.01153,159,0.00291,54,0.00099,5,0.00009,54729,0.559,6763.10
230480,811,0.18147,227,0.05079,63,0.01410,14,0.00313,5,0.00112,1,0.00022,4469,0.585,8727.09
230490,1259,0.11367,481,0.04343,37,0.00334,18,0.00163,6,0.00054,1,0.00009,11076,0.633,7073.70
230495,3434,0.12972,1012,0.03823,167,0.00631,47,0.00178,16,0.00060,2,0.00008,26472,0.617,7945.16
230500,6624,0.16680,1890,0.04759,380,0.00957,103,0.00259,33,0.00083,4,0.00010,39713,0.609,11415.44
230510,898,0.24979,203,0.05647,52,0.01446,11,0.00306,4,0.00111,1,0.00028,3595,0.637,17411.43
230520,2555,0.12554,835,0.04103,141,0.00693,48,0.00236,13,0.00064,2,0.00010,20352,0.597,7082.71
230523,10627,0.16074,2891,0.04373,365,0.00552,105,0.00159,33,0.00050,3,0.00005,66114,0.658,24220.46
230526,1953,0.14665,517,0.03882,93,0.00698,21,0.00158,15,0.00113,1,0.00008,13317,0.577,7210.05
230530,3600,0.14403,962,0.03849,233,0.00932,58,0.00232,21,0.00084,3,0.00012,24995,0.608,9388.09
230533,1837,0.14792,515,0.04147,105,0.00845,17,0.00137,11,0.00089,1,0.00008,12419,0.606,7524.29
230535,2949,0.14891,577,0.02914,104,0.00525,28,0.00141,7,0.00035,1,0.00005,19804,0.616,14129.07
230540,8995,0.13233,2232,0.03284,520,0.00765,112,0.00165,64,0.00094,4,0.00006,67972,0.606,8289.27
230550,12659,0.12260,3939,0.03815,567,0.00549,269,0.00261,50,0.00048,12,0.00012,103255,0.677,14637.05
230560,3045,0.11636,1182,0.04517,226,0.00864,82,0.00313,42,0.00161,4,0.00015,26168,0.632,8876.68
230565,1627,0.14042,438,0.03780,90,0.00777,19,0.00164,7,0.00060,1,0.00009,11587,0.579,6866.37
230570,1596,0.12831,425,0.03417,102,0.00820,17,0.00137,6,0.00048,1,0.00008,12439,0.606,8328.03
230580,5773,0.13787,1822,0.04351,361,0.00862,120,0.00287,34,0.00081,8,0.00019,41873,0.618,9098.84
230590,5766,0.15092,1487,0.03892,332,0.00869,74,0.00194,37,0.00097,3,0.00008,38205,0.573,6557.61
230600,1636,0.11499,611,0.04295,66,0.00464,33,0.00232,10,0.00070,2,0.00014,14227,0.652,10011.63
230610,3658,0.15240,1256,0.05233,175,0.00729,59,0.00246,19,0.00079,3,0.00012,24003,0.605,7054.84
230620,942,0.12097,277,0.03557,46,0.00591,16,0.00205,4,0.00051,1,0.00013,7787,0.656,9000.96
230625,6586,0.16666,1591,0.04026,216,0.00547,79,0.00200,24,0.00061,4,0.00010,39518,0.626,16879.25
230630,7327,0.14026,2470,0.04728,344,0.00658,118,0.00226,34,0.00065,5,0.00010,52240,0.623,10587.34
230640,19873,0.15509,6298,0.04915,1046,0.00816,299,0.00233,102,0.00080,13,0.00010,128135,0.640,12239.16
230650,2655,0.13187,712,0.03536,175,0.00869,37,0.00184,13,0.00065,2,0.00010,20133,0.604,6750.24
230655,6851,0.16530,2085,0.05031,416,0.01004,143,0.00345,52,0.00125,10,0.00024,41445,0.606,18676.21
230660,3756,0.18070,1118,0.05379,173,0.00832,54,0.00260,32,0.00154,2,0.00010,20786,0.562,6310.24
230670,2127,0.11750,590,0.03259,112,0.00619,30,0.00166,12,0.00066,2,0.00011,18102,0.612,8348.39
230680,1577,0.13883,450,0.03962,90,0.00792,21,0.00185,12,0.00106,1,0.00009,11359,0.618,11538.97
230690,4922,0.14173,1525,0.04391,199,0.00573,102,0.00294,27,0.00078,6,0.00017,34729,0.621,14845.88
230700,3628,0.10681,1422,0.04186,172,0.00506,77,0.00227,16,0.00047,4,0.00012,33967,0.624,11972.22
230710,4642,0.17014,1218,0.04464,241,0.00883,61,0.00224,21,0.00077,2,0.00007,27284,0.614,7175.95
230720,1075,0.13604,301,0.03809,85,0.01076,16,0.00202,6,0.00076,1,0.00013,7902,0.651,11532.31
230725,3381,0.17261,867,0.04426,119,0.00608,29,0.00148,9,0.00046,1,0.00005,19587,0.652,15896.76
230730,37025,0.13616,11498,0.04228,1962,0.00722,619,0.00228,136,0.00050,26,0.00010,271926,0.694,16375.01
230740,3345,0.13503,1094,0.04416,165,0.00666,63,0.00254,17,0.00069,3,0.00012,24773,0.598,7617.23
230750,4031,0.12763,1132,0.03584,255,0.00807,65,0.00206,21,0.00066,3,0.00009,31584,0.613,7950.76
230760,7307,0.12327,2043,0.03446,305,0.00515,99,0.00167,25,0.00042,5,0.00008,59278,0.682,15562.57
230763,2539,0.12755,800,0.04019,142,0.00713,51,0.00256,18,0.00090,4,0.00020,19906,0.610,7045.75
230765,36935,0.16334,10478,0.04634,1403,0.00620,449,0.00199,113,0.00050,20,0.00009,226128,0.686,37977.92
230770,13728,0.10801,4367,0.03436,735,0.00578,212,0.00167,63,0.00050,10,0.00008,127098,0.659,10814.52
230780,5021,0.18509,1556,0.05736,252,0.00929,70,0.00258,19,0.00070,4,0.00015,27127,0.612,11565.25
230790,1761,0.15804,547,0.04909,144,0.01292,27,0.00242,14,0.00126,1,0.00009,11143,0.599,6983.49
230800,5429,0.14129,2011,0.05234,288,0.00750,95,0.00247,36,0.00094,4,0.00010,38424,0.616,6696.51
230810,6530,0.13937,1898,0.04051,313,0.00668,101,0.00216,31,0.00066,5,0.00011,46854,0.605,7971.96
230820,2107,0.14019,708,0.04711,99,0.00659,28,0.00186,12,0.00080,1,0.00007,15030,0.618,6454.68
230830,3923,0.13781,1065,0.03741,219,0.00769,61,0.00214,20,0.00070,3,0.00011,28466,0.628,7893.49
230835,1645,0.12424,571,0.04312,78,0.00589,28,0.00211,7,0.00053,2,0.00015,13241,0.626,9630.81
230837,2060,0.15071,668,0.04887,156,0.01141,34,0.00249,10,0.00073,2,0.00015,13669,0.592,6389.42
230840,5491,0.15397,1338,0.03752,343,0.00962,65,0.00182,24,0.00067,3,0.00008,35662,0.622,17407.05
230850,5479,0.12435,1664,0.03777,295,0.00670,77,0.00175,36,0.00082,3,0.00007,44060,0.582,7280.24
230860,2862,0.16672,807,0.04701,305,0.01777,65,0.00379,22,0.00128,4,0.00023,17167,0.610,7428.09
230870,7934,0.12783,2318,0.03735,422,0.00680,103,0.00166,36,0.00058,4,0.00006,62069,0.610,13684.72
230880,1185,0.13638,366,0.04212,76,0.00875,26,0.00299,10,0.00115,1,0.00012,8689,0.581,7258.85
230890,3240,0.14494,842,0.03767,176,0.00787,48,0.00215,14,0.00063,4,0.00018,22354,0.588,6655.15
230900,1934,0.13352,404,0.02789,108,0.00746,26,0.00179,10,0.00069,1,0.00007,14485,0.607,6730.34
230910,1364,0.10580,445,0.03452,64,0.00496,18,0.00140,7,0.00054,1,0.00008,12892,0.607,9761.49
230920,2257,0.14543,1045,0.06733,113,0.00728,55,0.00354,9,0.00058,2,0.00013,15520,0.625,9136.83
230930,4143,0.12842,1361,0.04219,289,0.00896,82,0.00254,22,0.00068,4,0.00012,32262,0.614,8504.63
230940,3637,0.12736,1233,0.04318,154,0.00539,58,0.00203,19,0.00067,2,0.00007,28557,0.605,7489.11
230945,3489,0.13652,1250,0.04891,189,0.00740,49,0.00192,19,0.00074,2,0.00008,25557,0.594,6783.27
230950,2789,0.12990,578,0.02692,105,0.00489,30,0.00140,11,0.00051,1,0.00005,21471,0.636,8515.81
230960,9984,0.14024,2712,0.03809,378,0.00531,121,0.00170,47,0.00066,5,0.00007,71193,0.659,15007.81
230970,8441,0.10151,2236,0.02689,326,0.00392,119,0.00143,32,0.00038,6,0.00007,83157,0.675,12504.37
230980,1778,0.14760,460,0.03819,89,0.00739,20,0.00166,9,0.00075,1,0.00008,12046,0.635,13845.42
230990,948,0.15178,628,0.10054,56,0.00897,40,0.00640,6,0.00096,2,0.00032,6246,0.621,7674.77
231000,1204,0.12880,292,0.03124,61,0.00653,18,0.00193,6,0.00064,1,0.00011,9348,0.638,8288.28
231010,1410,0.10671,639,0.04836,83,0.00628,39,0.00295,9,0.00068,2,0.00015,13214,0.622,7676.33
231020,5506,0.16148,1848,0.05420,224,0.00657,89,0.00261,22,0.00065,4,0.00012,34097,0.637,14037.33
231025,4680,0.14312,1592,0.04869,197,0.00602,67,0.00205,26,0.00080,3,0.00009,32700,0.634,10981.12
231030,4276,0.13619,1258,0.04007,380,0.01210,69,0.00220,61,0.00194,3,0.00010,31398,0.570,6575.77
231040,1709,0.14652,364,0.03121,133,0.01140,24,0.00206,18,0.00154,1,0.00009,11664,0.583,8276.79
231050,5680,0.13160,1830,0.04240,358,0.00829,116,0.00269,33,0.00076,4,0.00009,43160,0.603,6580.92
231060,1410,0.15649,455,0.05050,101,0.01121,22,0.00244,9,0.00100,1,0.00011,9010,0.646,11986.57
231070,5180,0.13878,1833,0.04911,249,0.00667,90,0.00241,29,0.00078,3,0.00008,37326,0.629,10923.12
231080,2471,0.15177,938,0.05761,142,0.00872,45,0.00276,14,0.00086,2,0.00012,16281,0.601,19536.99
231085,3260,0.15712,900,0.04338,136,0.00655,35,0.00169,14,0.00067,1,0.00005,20748,0.636,10708.89
231090,1767,0.10501,414,0.02460,73,0.00434,17,0.00101,10,0.00059,1,0.00006,16827,0.600,7313.33
231095,1295,0.11932,366,0.03372,77,0.00709,23,0.00212,16,0.00147,2,0.00018,10853,0.591,5295.28
231100,1987,0.16110,545,0.04419,118,0.00957,35,0.00284,9,0.00073,2,0.00016,12334,0.581,6359.77
231110,2464,0.16375,520,0.03456,142,0.00944,18,0.00120,17,0.00113,1,0.00007,15047,0.622,9151.44
231120,1546,0.14072,311,0.02831,77,0.00701,15,0.00137,10,0.00091,1,0.00009,10986,0.562,8685.18
231123,816,0.12750,267,0.04172,41,0.00641,10,0.00156,6,0.00094,1,0.00016,6400,0.604,8485.79
231126,2671,0.12719,778,0.03705,207,0.00986,39,0.00186,22,0.00105,1,0.00005,21000,0.594,8001.42
231130,11322,0.12996,3410,0.03914,485,0.00557,221,0.00254,53,0.00061,9,0.00010,87116,0.659,10822.44
231135,2120,0.14147,445,0.02969,115,0.00767,31,0.00207,18,0.00120,1,0.00007,14986,0.591,8568.28
231140,10549,0.13339,3323,0.04202,519,0.00656,184,0.00233,80,0.00101,7,0.00009,79081,0.642,13194.20
231150,2748,0.12486,832,0.03780,137,0.00623,43,0.00195,14,0.00064,3,0.00014,22008,0.622,17495.75
231160,4234,0.15322,1374,0.04972,175,0.00633,81,0.00293,27,0.00098,5,0.00018,27633,0.626,12223.59
231170,2595,0.13698,954,0.05036,191,0.01008,62,0.00327,19,0.00100,3,0.00016,18945,0.601,10157.00
231180,9802,0.12749,2891,0.03760,471,0.00613,140,0.00182,35,0.00046,7,0.00009,76884,0.674,14767.19
231190,2221,0.14050,605,0.03827,146,0.00924,30,0.00190,13,0.00082,1,0.00006,15808,0.575,8256.48
231195,3023,0.18394,717,0.04363,223,0.01357,27,0.00164,21,0.00128,1,0.00006,16435,0.540,7229.88
231200,4601,0.14282,1524,0.04731,252,0.00782,83,0.00258,25,0.00078,4,0.00012,32216,0.587,6679.16
231210,2723,0.15452,580,0.03291,178,0.01010,25,0.00142,15,0.00085,1,0.00006,17622,0.612,7589.72
231220,5742,0.13141,1819,0.04163,344,0.00787,126,0.00288,39,0.00089,5,0.00011,43695,0.616,10242.55
231230,7383,0.15726,2223,0.04735,386,0.00822,121,0.00258,42,0.00089,7,0.00015,46949,0.611,10185.47
231240,8448,0.17413,2634,0.05429,346,0.00713,104,0.00214,22,0.00045,5,0.00010,48516,0.665,63842.84
231250,772,0.10038,186,0.02418,54,0.00702,11,0.00143,5,0.00065,1,0.00013,7691,0.654,12403.63
231260,1756,0.13572,418,0.03231,86,0.00665,14,0.00108,13,0.00100,1,0.00008,12938,0.620,7478.05
231270,3169,0.11885,1020,0.03825,155,0.00581,58,0.00218,20,0.00075,3,0.00011,26664,0.619,11910.27
231280,1099,0.14551,373,0.04938,62,0.00821,25,0.00331,5,0.00066,1,0.00013,7553,0.603,6615.52
231290,26982,0.13057,9430,0.04563,1050,0.00508,480,0.00232,66,0.00032,25,0.00012,206644,0.714,21679.33
231300,2010,0.10989,586,0.03204,108,0.00590,27,0.00148,8,0.00044,1,0.00005,18291,0.625,10101.71
231310,3503,0.11412,1433,0.04669,158,0.00515,105,0.00342,17,0.00055,5,0.00016,30695,0.645,10838.34
231320,3776,0.14675,1352,0.05254,296,0.01150,65,0.00253,32,0.00124,3,0.00012,25731,0.580,7880.91
231325,1128,0.12637,271,0.03036,61,0.00683,12,0.00134,4,0.00045,1,0.00011,8926,0.576,8078.10
231330,7246,0.12383,2600,0.04443,389,0.00665,170,0.00291,42,0.00072,7,0.00012,58517,0.633,10246.73
231335,2776,0.14612,609,0.03206,200,0.01053,29,0.00153,18,0.00095,1,0.00005,18998,0.584,5832.05
231340,12074,0.16069,3491,0.04646,483,0.00643,197,0.00262,57,0.00076,10,0.00013,75140,0.657,16701.77
231350,8593,0.15473,2098,0.03778,383,0.00690,86,0.00155,36,0.00065,5,0.00009,55535,0.606,11934.62
231355,2634,0.16447,626,0.03909,177,0.01105,27,0.00169,18,0.00112,1,0.00006,16015,0.606,6354.14
231360,5230,0.15146,1617,0.04683,314,0.00909,86,0.00249,28,0.00081,5,0.00014,34530,0.648,14825.53
231370,961,0.12434,334,0.04321,70,0.00906,19,0.00246,9,0.00116,1,0.00013,7729,0.591,6398.38
231375,2741,0.13836,676,0.03412,145,0.00732,48,0.00242,15,0.00076,2,0.00010,19811,0.587,7051.93
231380,3190,0.14684,1190,0.05478,169,0.00778,55,0.00253,25,0.00115,3,0.00014,21725,0.639,21000.84
231390,1866,0.13558,550,0.03996,92,0.00668,29,0.00211,9,0.00065,1,0.00007,13763,0.566,10855.91
231395,2489,0.13551,780,0.04247,178,0.00969,40,0.00218,21,0.00114,2,0.00011,18368,0.611,13911.36
231400,5050,0.12407,1771,0.04351,329,0.00808,81,0.00199,36,0.00088,4,0.00010,40704,0.629,8593.32
231410,9611,0.15924,2965,0.04913,488,0.00809,160,0.00265,67,0.00111,5,0.00008,60355,0.571,6886.72
240010,1138,0.10204,290,0.02600,58,0.00520,21,0.00188,9,0.00081,2,0.00018,11152,0.679,10508.72
240020,8322,0.14437,1830,0.03175,347,0.00602,89,0.00154,41,0.00071,4,0.00007,57644,0.661,15364.85
240030,1538,0.13930,387,0.03505,94,0.00851,14,0.00127,13,0.00118,1,0.00009,11041,0.585,8556.54
240040,474,0.14675,123,0.03808,26,0.00805,5,0.00155,2,0.00062,1,0.00031,3230,0.616,7818.76
240050,1863,0.13697,325,0.02389,91,0.00669,13,0.00096,12,0.00088,1,0.00007,13602,0.606,9054.32
240060,677,0.14220,93,0.01953,30,0.00630,5,0.00105,6,0.00126,1,0.00021,4761,0.624,7424.23
240070,1923,0.13423,664,0.04635,103,0.00719,26,0.00181,12,0.00084,2,0.00014,14326,0.672,28772.81
240080,1592,0.13579,455,0.03881,78,0.00665,27,0.00230,9,0.00077,2,0.00017,11724,0.624,10576.46
240090,907,0.12708,215,0.03012,60,0.00841,13,0.00182,15,0.00210,1,0.00014,7137,0.578,7304.95
240100,4226,0.11800,1603,0.04476,259,0.00723,139,0.00388,37,0.00103,7,0.00020,35814,0.639,12973.90
240110,3542,0.13040,705,0.02596,165,0.00607,47,0.00173,24,0.00088,4,0.00015,27162,0.682,20498.86
240120,2076,0.14628,471,0.03319,92,0.00648,16,0.00113,10,0.00070,1,0.00007,14192,0.606,25320.79
240130,1303,0.13519,329,0.03414,68,0.00706,9,0.00093,12,0.00125,1,0.00010,9638,0.621,8549.46
240140,1385,0.15025,328,0.03558,63,0.00683,13,0.00141,8,0.00087,1,0.00011,9218,0.609,14474.61
240145,4280,0.15289,1046,0.03737,195,0.00697,39,0.00139,32,0.00114,2,0.00007,27994,0.574,18048.76
240150,569,0.14218,158,0.03948,33,0.00825,6,0.00150,6,0.00150,1,0.00025,4002,0.566,8680.27
240160,809,0.14792,251,0.04590,42,0.00768,14,0.00256,3,0.00055,1,0.00018,5469,0.582,8284.72
240165,566,0.25156,85,0.03778,26,0.01156,4,0.00178,5,0.00222,1,0.00044,2250,0.629,96049.41
240170,1455,0.14332,290,0.02857,72,0.00709,13,0.00128,10,0.00099,1,0.00010,10152,0.584,7867.16
240180,1872,0.14847,527,0.04180,87,0.00690,21,0.00167,11,0.00087,1,0.00008,12609,0.592,11896.03
240185,996,0.15236,0,0.00000,55,0.00841,0,0.00000,6,0.00092,0,0.00000,6537,0.574,10478.59
240190,575,0.15745,154,0.04217,31,0.00849,9,0.00246,4,0.00110,1,0.00027,3652,0.587,9088.32
240200,7612,0.11268,2734,0.04047,449,0.00665,195,0.00289,49,0.00073,9,0.00013,67554,0.710,16784.75
240210,1368,0.12278,416,0.03734,73,0.00655,16,0.00144,14,0.00126,1,0.00009,11142,0.626,6896.44
240220,5786,0.17018,1401,0.04121,296,0.00871,119,0.00350,30,0.00088,5,0.00015,33999,0.579,13969.86
240230,3000,0.14675,707,0.03458,195,0.00954,46,0.00225,25,0.00122,3,0.00015,20443,0.638,14679.06
240240,995,0.12255,194,0.02389,56,0.00690,18,0.00222,8,0.00099,1,0.00012,8119,0.659,9864.36
240250,1386,0.13013,323,0.03033,74,0.00695,10,0.00094,9,0.00084,1,0.00009,10651,0.589,11185.37
240260,12455,0.17039,3830,0.05239,550,0.00752,175,0.00239,57,0.00078,8,0.00011,73099,0.616,10949.67
240270,1689,0.15110,462,0.04133,82,0.00734,22,0.00197,9,0.00081,1,0.00009,11178,0.607,12731.58
240280,773,0.14034,130,0.02360,47,0.00853,13,0.00236,7,0.00127,1,0.00018,5508,0.587,7653.21
240290,660,0.13447,113,0.02302,45,0.00917,6,0.00122,8,0.00163,1,0.00020,4908,0.578,8062.26
240300,958,0.11954,182,0.02271,46,0.00574,14,0.00175,4,0.00050,1,0.00012,8014,0.654,11899.35
240310,5412,0.12117,2112,0.04729,313,0.00701,165,0.00369,31,0.00069,9,0.00020,44664,0.691,15960.05
240320,935,0.13206,278,0.03927,43,0.00607,16,0.00226,6,0.00085,1,0.00014,7080,0.621,7489.27
240325,31275,0.12227,8051,0.03147,1511,0.00591,497,0.00194,112,0.00044,25,0.00010,255793,0.766,19720.13
240330,847,0.15103,188,0.03352,49,0.00874,11,0.00196,9,0.00160,1,0.00018,5608,0.629,7434.96
240340,875,0.14496,290,0.04805,41,0.00679,11,0.00182,5,0.00083,1,0.00017,6036,0.623,10580.47
240350,1185,0.11257,236,0.02242,72,0.00684,13,0.00123,12,0.00114,1,0.00009,10527,0.558,6739.35
240360,6683,0.23680,1321,0.04681,311,0.01102,90,0.00319,35,0.00124,5,0.00018,28222,0.660,13667.37
240370,908,0.15204,272,0.04555,55,0.00921,17,0.00285,10,0.00167,1,0.00017,5972,0.636,12603.87
240375,395,0.12998,91,0.02994,28,0.00921,8,0.00263,2,0.00066,1,0.00033,3039,0.597,10404.46
240380,1240,0.13595,297,0.03256,61,0.00669,14,0.00153,11,0.00121,1,0.00011,9121,0.642,8757.20
240390,324,0.11425,71,0.02504,24,0.00846,9,0.00317,3,0.00106,1,0.00035,2836,0.606,8578.78
240400,569,0.13895,107,0.02613,39,0.00952,8,0.00195,8,0.00195,1,0.00024,4095,0.597,8456.35
240410,411,0.15077,79,0.02898,28,0.01027,6,0.00220,3,0.00110,1,0.00037,2726,0.564,25167.79
240420,5343,0.20566,1392,0.05358,249,0.00958,50,0.00192,24,0.00092,2,0.00008,25980,0.638,13764.41
240430,1712,0.13172,385,0.02962,105,0.00808,12,0.00092,14,0.00108,1,0.00008,12997,0.592,15612.48
240440,1246,0.12095,350,0.03397,64,0.00621,14,0.00136,10,0.00097,1,0.00010,10302,0.664,12704.58
240450,2812,0.18320,407,0.02652,173,0.01127,27,0.00176,19,0.00124,2,0.00013,15349,0.626,106121.53
240460,2025,0.14859,549,0.04028,102,0.00748,8,0.00059,14,0.00103,1,0.00007,13628,0.550,7543.20
240470,2317,0.15091,1040,0.06773,116,0.00756,83,0.00541,14,0.00091,4,0.00026,15354,0.603,8617.22
240480,234,0.10503,68,0.03052,15,0.00673,11,0.00494,1,0.00045,1,0.00045,2228,0.679,11539.94
240485,1149,0.15318,317,0.04226,51,0.00680,14,0.00187,6,0.00080,1,0.00013,7501,0.624,11127.29
240490,753,0.12854,189,0.03226,44,0.00751,13,0.00222,6,0.00102,1,0.00017,5858,0.614,8111.90
240500,1176,0.13029,399,0.04421,60,0.00665,19,0.00211,9,0.00100,1,0.00011,9026,0.604,6696.49
240510,1066,0.15533,281,0.04094,66,0.00962,14,0.00204,12,0.00175,1,0.00015,6863,0.569,10770.15
240520,715,0.13519,193,0.03649,46,0.00870,9,0.00170,6,0.00113,1,0.00019,5289,0.615,11305.81
240530,1331,0.13195,249,0.02469,68,0.00674,13,0.00129,13,0.00129,1,0.00010,10087,0.574,6535.60
240540,1061,0.20735,241,0.04710,52,0.01016,8,0.00156,15,0.00293,1,0.00020,5117,0.569,7534.35
240550,425,0.16240,117,0.04471,23,0.00879,4,0.00153,2,0.00076,1,0.00038,2617,0.565,9561.23
240560,1896,0.12872,411,0.02790,92,0.00625,25,0.00170,20,0.00136,2,0.00014,14730,0.603,8637.10
240570,1240,0.10004,320,0.02582,81,0.00653,23,0.00186,9,0.00073,1,0.00008,12395,0.663,12313.45
240580,5966,0.17170,1757,0.05057,309,0.00889,118,0.00340,41,0.00118,5,0.00014,34747,0.595,29819.52
240590,358,0.13484,78,0.02938,25,0.00942,5,0.00188,4,0.00151,1,0.00038,2655,0.530,7767.84
240600,806,0.13530,235,0.03945,49,0.00823,13,0.00218,9,0.00151,1,0.00017,5957,0.608,8067.32
240610,2361,0.12920,639,0.03497,126,0.00690,28,0.00153,25,0.00137,1,0.00005,18274,0.601,11566.03
