municipio,matfund,matfundpop,matmed,matmedpop,docfund,docfundpop,docmed,docmedpop,nestabfund,nestabfundpop,nestabmed,nestabmedpop,populacao,idh,pib
316330,567,0.14670,193,0.04994,37,0.00957,13,0.00336,3,0.00078,1,0.00026,3865,0.658,9288.93
316340,673,0.12340,182,0.03337,52,0.00953,23,0.00422,3,0.00055,1,0.00018,5454,0.666,9600.04
316350,924,0.14266,323,0.04987,70,0.01081,32,0.00494,8,0.00124,2,0.00031,6477,0.566,9759.43
316360,392,0.14126,129,0.04649,39,0.01405,20,0.00721,6,0.00216,1,0.00036,2775,0.657,11234.10
316370,5275,0.11596,1725,0.03792,335,0.00736,155,0.00341,20,0.00044,9,0.00020,45488,0.759,21489.99
316380,824,0.11885,210,0.03029,63,0.00909,30,0.00433,5,0.00072,2,0.00029,6933,0.644,10988.71
316390,550,0.11680,149,0.03164,35,0.00743,14,0.00297,4,0.00085,1,0.00021,4709,0.674,19982.92
316400,828,0.10537,302,0.03843,64,0.00814,30,0.00382,6,0.00076,2,0.00025,7858,0.659,13455.43
316410,725,0.13703,226,0.04271,54,0.01021,29,0.00548,6,0.00113,2,0.00038,5291,0.622,10546.80
316420,1250,0.10297,397,0.03270,74,0.00610,33,0.00272,8,0.00066,2,0.00016,12139,0.640,11659.41
316430,879,0.12511,231,0.03288,88,0.01252,49,0.00697,7,0.00100,3,0.00043,7026,0.672,27366.86
316440,738,0.13529,182,0.03336,41,0.00752,18,0.00330,4,0.00073,1,0.00018,5455,0.692,62462.42
316443,477,0.15948,142,0.04748,33,0.01103,11,0.00368,2,0.00067,1,0.00033,2991,0.660,15350.37
316447,970,0.14971,277,0.04275,66,0.01019,17,0.00262,5,0.00077,1,0.00015,6479,0.607,10619.29
316450,1375,0.13575,592,0.05845,116,0.01145,65,0.00642,19,0.00188,4,0.00039,10129,0.581,6960.99
316460,1046,0.15649,247,0.03695,62,0.00928,14,0.00209,2,0.00030,1,0.00015,6684,0.626,45790.88
316470,8219,0.11666,2572,0.03651,464,0.00659,177,0.00251,28,0.00040,7,0.00010,70450,0.722,27468.44
316480,176,0.11579,70,0.04605,20,0.01316,14,0.00921,2,0.00132,1,0.00066,1520,0.632,11863.16
316490,280,0.12550,64,0.02869,22,0.00986,10,0.00448,1,0.00045,1,0.00045,2231,0.676,12084.18
316500,1306,0.11958,519,0.04752,84,0.00769,43,0.00394,6,0.00055,2,0.00018,10922,0.662,14582.20
316510,932,0.13235,317,0.04502,46,0.00653,26,0.00369,2,0.00028,1,0.00014,7042,0.700,19159.53
316520,750,0.10629,289,0.04096,58,0.00822,38,0.00539,5,0.00071,2,0.00028,7056,0.667,12610.45
316530,806,0.10485,369,0.04800,47,0.00611,23,0.00299,3,0.00039,1,0.00013,7687,0.715,21262.38
316540,822,0.11967,289,0.04207,59,0.00859,23,0.00335,6,0.00087,1,0.00015,6869,0.680,14190.63
316550,750,0.12027,348,0.05581,59,0.00946,28,0.00449,7,0.00112,1,0.00016,6236,0.636,9503.11
316553,4725,0.14734,1472,0.04590,258,0.00805,103,0.00321,13,0.00041,4,0.00012,32069,0.734,28837.28
316555,2235,0.18419,643,0.05299,150,0.01236,57,0.00470,14,0.00115,3,0.00025,12134,0.542,7193.51
316556,329,0.12364,112,0.04209,31,0.01165,20,0.00752,4,0.00150,2,0.00075,2661,0.654,10777.22
316557,1028,0.19208,295,0.05512,63,0.01177,24,0.00448,2,0.00037,1,0.00019,5352,0.661,10289.83
316560,310,0.15446,106,0.05282,19,0.00947,12,0.00598,2,0.00100,1,0.00050,2007,0.674,13078.74
316570,950,0.12236,244,0.03143,67,0.00863,26,0.00335,5,0.00064,1,0.00013,7764,0.644,9265.62
316580,164,0.10615,66,0.04272,10,0.00647,10,0.00647,1,0.00065,1,0.00065,1545,0.684,13565.68
316590,536,0.12735,272,0.06462,45,0.01069,25,0.00594,8,0.00190,1,0.00024,4209,0.620,20881.59
316600,704,0.12167,302,0.05219,47,0.00812,25,0.00432,3,0.00052,1,0.00017,5786,0.631,11589.03
316610,489,0.13864,154,0.04366,32,0.00907,14,0.00397,4,0.00113,1,0.00028,3527,0.565,10407.41
316620,1021,0.09769,389,0.03722,83,0.00794,39,0.00373,11,0.00105,2,0.00019,10451,0.626,7463.52
316630,987,0.13485,249,0.03402,67,0.00915,26,0.00355,8,0.00109,1,0.00014,7319,0.560,9538.21
316640,195,0.10552,69,0.03734,16,0.00866,10,0.00541,2,0.00108,1,0.00054,1848,0.660,17625.90
316650,832,0.19380,231,0.05381,49,0.01141,17,0.00396,11,0.00256,1,0.00023,4293,0.557,7279.88
316660,74,0.09415,0,0.00000,11,0.01399,0,0.00000,1,0.00127,0,0.00000,786,0.677,23499.28
316670,1136,0.13080,285,0.03282,76,0.00875,21,0.00242,7,0.00081,1,0.00012,8685,0.651,9492.86
316680,1662,0.14461,465,0.04046,101,0.00879,23,0.00200,11,0.00096,1,0.00009,11493,0.696,30096.24
316690,1024,0.13351,319,0.04159,49,0.00639,27,0.00352,3,0.00039,1,0.00013,7670,0.677,15957.83
316695,599,0.12605,204,0.04293,56,0.01178,33,0.00694,6,0.00126,1,0.00021,4752,0.633,7317.87
316700,218,0.11066,75,0.03807,17,0.00863,9,0.00457,1,0.00051,1,0.00051,1970,0.643,13743.34
316710,2898,0.13805,1159,0.05521,214,0.01019,110,0.00524,28,0.00133,7,0.00033,20993,0.656,10477.27
316720,26168,0.11028,8842,0.03726,1394,0.00587,705,0.00297,78,0.00033,40,0.00017,237286,0.760,34977.38
316730,333,0.14748,126,0.05580,29,0.01284,13,0.00576,3,0.00133,1,0.00044,2258,0.652,11794.57
316740,638,0.10246,167,0.02682,38,0.00610,18,0.00289,2,0.00032,1,0.00016,6227,0.699,19151.35
316750,279,0.10681,77,0.02948,24,0.00919,12,0.00459,2,0.00077,1,0.00038,2612,0.638,27469.64
316760,2763,0.14149,737,0.03774,199,0.01019,70,0.00358,26,0.00133,4,0.00020,19528,0.632,9696.43
316770,781,0.13961,216,0.03861,64,0.01144,20,0.00358,4,0.00072,1,0.00018,5594,0.631,8739.94
316780,685,0.11207,158,0.02585,43,0.00704,20,0.00327,4,0.00065,1,0.00016,6112,0.697,9464.16
316790,450,0.11867,106,0.02795,27,0.00712,16,0.00422,3,0.00079,1,0.00026,3792,0.681,12468.04
316800,4210,0.12434,1462,0.04318,210,0.00620,80,0.00236,11,0.00032,4,0.00012,33858,0.670,12995.29
316805,475,0.15229,120,0.03847,42,0.01347,13,0.00417,6,0.00192,1,0.00032,3119,0.645,11445.79
316810,566,0.12014,158,0.03354,45,0.00955,14,0.00297,2,0.00042,1,0.00021,4711,0.712,146514.59
316820,192,0.10218,70,0.03725,26,0.01384,12,0.00639,2,0.00106,1,0.00053,1879,0.667,17464.56
316830,565,0.13933,161,0.03970,31,0.00764,13,0.00321,2,0.00049,1,0.00025,4055,0.651,11591.17
316840,1706,0.11889,496,0.03456,172,0.01199,70,0.00488,16,0.00111,6,0.00042,14350,0.633,9383.07
316850,1321,0.11339,333,0.02858,100,0.00858,31,0.00266,9,0.00077,2,0.00017,11650,0.675,11066.83
316860,18533,0.13216,6050,0.04314,1126,0.00803,485,0.00346,82,0.00058,27,0.00019,140235,0.701,16667.07
316870,9540,0.10708,3564,0.04000,496,0.00557,280,0.00314,26,0.00029,10,0.00011,89090,0.770,32349.07
316880,703,0.08915,185,0.02346,48,0.00609,15,0.00190,6,0.00076,1,0.00013,7886,0.740,19821.52
316890,821,0.12555,237,0.03624,61,0.00933,21,0.00321,7,0.00107,1,0.00015,6539,0.683,28062.01
316900,1796,0.10818,503,0.03030,114,0.00687,46,0.00277,8,0.00048,2,0.00012,16602,0.688,16781.56
316905,386,0.09431,177,0.04324,38,0.00928,15,0.00366,6,0.00147,1,0.00024,4093,0.696,12005.88
316910,823,0.13238,258,0.04150,50,0.00804,28,0.00450,4,0.00064,2,0.00032,6217,0.661,14247.08
316920,926,0.11291,336,0.04097,69,0.00841,32,0.00390,7,0.00085,2,0.00024,8201,0.718,10383.57
316930,9313,0.11802,3150,0.03992,515,0.00653,222,0.00281,38,0.00048,9,0.00011,78913,0.744,28056.22
316935,3792,0.11856,1230,0.03846,200,0.00625,64,0.00200,18,0.00056,3,0.00009,31984,0.752,52625.97
316940,6556,0.11594,2316,0.04096,314,0.00555,149,0.00264,21,0.00037,8,0.00014,56546,0.731,21971.22
316950,963,0.14377,295,0.04404,73,0.01090,32,0.00478,6,0.00090,2,0.00030,6698,0.626,8063.40
316960,2977,0.11789,869,0.03441,198,0.00784,61,0.00242,14,0.00055,3,0.00012,25253,0.719,26988.92
316970,2627,0.13270,890,0.04496,187,0.00945,67,0.00338,16,0.00081,3,0.00015,19797,0.682,15649.91
316980,642,0.12819,198,0.03954,41,0.00819,19,0.00379,2,0.00040,1,0.00020,5008,0.696,22528.68
316990,11894,0.10409,4009,0.03509,676,0.00592,304,0.00266,40,0.00035,15,0.00013,114265,0.724,25255.54
317000,1807,0.14495,636,0.05102,132,0.01059,58,0.00465,11,0.00088,3,0.00024,12466,0.609,7446.04
317005,1617,0.12989,509,0.04089,114,0.00916,52,0.00418,7,0.00056,3,0.00024,12449,0.614,9718.50
317010,36729,0.11118,11237,0.03401,2017,0.00611,889,0.00269,95,0.00029,36,0.00011,330361,0.772,40066.32
317020,83861,0.12274,22921,0.03355,4455,0.00652,1379,0.00202,185,0.00027,52,0.00008,683247,0.789,50548.78
317030,445,0.16946,158,0.06017,31,0.01181,12,0.00457,3,0.00114,1,0.00038,2626,0.638,11313.26
317040,10611,0.12661,3665,0.04373,532,0.00635,259,0.00309,30,0.00036,11,0.00013,83808,0.736,31866.55
317043,506,0.11699,154,0.03561,33,0.00763,20,0.00462,2,0.00046,1,0.00023,4325,0.672,29540.02
317047,515,0.15764,147,0.04500,40,0.01224,12,0.00367,2,0.00061,1,0.00031,3267,0.664,15113.93
317050,1366,0.13171,339,0.03269,77,0.00742,23,0.00222,5,0.00048,1,0.00010,10371,0.633,16662.93
317052,1496,0.09041,482,0.02913,100,0.00604,42,0.00254,9,0.00054,1,0.00006,16547,0.619,8046.41
317057,744,0.11462,281,0.04329,46,0.00709,22,0.00339,2,0.00031,1,0.00015,6491,0.631,8720.94
317060,269,0.12465,62,0.02873,24,0.01112,12,0.00556,4,0.00185,1,0.00046,2158,0.696,19014.60
317065,612,0.12272,251,0.05033,50,0.01003,29,0.00582,4,0.00080,1,0.00020,4987,0.634,8897.06
317070,15453,0.11491,5155,0.03833,831,0.00618,379,0.00282,50,0.00037,20,0.00015,134477,0.778,40506.11
317075,1052,0.14878,302,0.04271,55,0.00778,30,0.00424,6,0.00085,1,0.00014,7071,0.711,26192.90
317080,4430,0.11309,1327,0.03388,246,0.00628,106,0.00271,21,0.00054,4,0.00010,39173,0.666,17341.00
317090,3309,0.17114,1230,0.06362,285,0.01474,108,0.00559,28,0.00145,6,0.00031,19335,0.594,7637.08
317100,2462,0.11988,954,0.04645,175,0.00852,66,0.00321,13,0.00063,5,0.00024,20537,0.742,31025.27
317103,1356,0.14636,530,0.05720,126,0.01360,33,0.00356,10,0.00108,1,0.00011,9265,0.584,9114.55
317107,664,0.11625,349,0.06110,55,0.00963,34,0.00595,7,0.00123,3,0.00053,5712,0.632,14914.45
317110,422,0.10681,138,0.03493,28,0.00709,20,0.00506,2,0.00051,1,0.00025,3951,0.667,32722.61
317115,693,0.14342,219,0.04532,35,0.00724,16,0.00331,2,0.00041,1,0.00021,4832,0.612,9159.46
317120,15445,0.12319,4691,0.03742,750,0.00598,272,0.00217,39,0.00031,9,0.00007,125376,0.688,21216.30
317130,8543,0.10913,3185,0.04068,542,0.00692,229,0.00293,30,0.00038,12,0.00015,78286,0.775,19869.94
317140,459,0.12648,167,0.04602,34,0.00937,19,0.00524,3,0.00083,1,0.00028,3629,0.668,10074.26
317150,572,0.17725,155,0.04803,39,0.01209,22,0.00682,2,0.00062,1,0.00031,3227,0.612,9629.40
317160,1621,0.11777,511,0.03713,105,0.00763,51,0.00371,16,0.00116,4,0.00029,13764,0.610,7963.06
317170,1017,0.11710,355,0.04088,64,0.00737,39,0.00449,8,0.00092,2,0.00023,8685,0.651,11985.16
317180,1493,0.14169,437,0.04147,104,0.00987,44,0.00418,12,0.00114,2,0.00019,10537,0.675,12967.44
317190,699,0.12897,260,0.04797,49,0.00904,17,0.00314,4,0.00074,1,0.00018,5420,0.620,8943.63
317200,4752,0.11274,1311,0.03110,267,0.00633,106,0.00251,24,0.00057,4,0.00009,42149,0.709,26962.77
317210,496,0.09460,176,0.03357,35,0.00668,17,0.00324,4,0.00076,1,0.00019,5243,0.669,11865.03
317220,319,0.12471,140,0.05473,26,0.01016,19,0.00743,2,0.00078,1,0.00039,2558,0.678,9957.83
320010,3764,0.12253,626,0.02038,205,0.00667,76,0.00247,33,0.00107,6,0.00020,30720,0.667,13573.12
320013,1335,0.13830,438,0.04537,114,0.01181,32,0.00332,10,0.00104,2,0.00021,9653,0.678,19211.38
320016,1781,0.16000,350,0.03144,106,0.00952,37,0.00332,12,0.00108,3,0.00027,11131,0.652,11780.55
320020,3406,0.11142,1183,0.03870,220,0.00720,161,0.00527,26,0.00085,8,0.00026,30568,0.721,15241.38
320030,1706,0.11712,322,0.02211,134,0.00920,47,0.00323,22,0.00151,2,0.00014,14566,0.710,22466.48
320035,1154,0.14799,253,0.03244,61,0.00782,21,0.00269,9,0.00115,1,0.00013,7798,0.664,11611.06
320040,3945,0.13728,811,0.02822,303,0.01054,62,0.00216,31,0.00108,3,0.00010,28736,0.730,28196.22
320050,826,0.10897,140,0.01847,63,0.00831,13,0.00172,7,0.00092,1,0.00013,7580,0.673,12009.57
320060,13625,0.13720,3370,0.03394,667,0.00672,262,0.00264,44,0.00044,14,0.00014,99305,0.752,52900.73
320070,1417,0.12044,311,0.02643,97,0.00824,17,0.00144,11,0.00093,1,0.00008,11765,0.708,22481.17
320080,3582,0.11607,618,0.02002,229,0.00742,47,0.00152,35,0.00113,2,0.00006,30862,0.702,19494.23
320090,5534,0.12488,968,0.02184,342,0.00772,98,0.00221,38,0.00086,6,0.00014,44315,0.683,17319.53
320100,2062,0.13763,507,0.03384,137,0.00914,65,0.00434,8,0.00053,4,0.00027,14982,0.679,16582.61
320110,838,0.08456,47,0.00474,62,0.00626,11,0.00111,8,0.00081,1,0.00010,9910,0.734,14044.21
320115,2115,0.17083,437,0.03530,137,0.01107,53,0.00428,14,0.00113,5,0.00040,12381,0.656,16275.21
320120,23829,0.11494,5782,0.02789,1147,0.00553,409,0.00197,75,0.00036,22,0.00011,207324,0.746,22522.28
320130,52042,0.13746,10472,0.02766,2545,0.00672,673,0.00178,126,0.00033,30,0.00008,378603,0.718,20584.24
320140,4079,0.10931,1046,0.02803,301,0.00807,78,0.00209,19,0.00051,4,0.00011,37317,0.726,22625.51
320150,13860,0.11400,4118,0.03387,729,0.00600,323,0.00266,86,0.00071,14,0.00012,121580,0.746,26863.05
320160,4244,0.13757,939,0.03044,239,0.00775,64,0.00207,22,0.00071,3,0.00010,30849,0.681,13444.03
320170,1564,0.12375,290,0.02295,122,0.00965,19,0.00150,10,0.00079,1,0.00008,12638,0.670,15169.85
320180,606,0.13970,101,0.02328,42,0.00968,14,0.00323,3,0.00069,1,0.00023,4338,0.632,14542.53
320190,4862,0.14423,895,0.02655,337,0.01000,59,0.00175,43,0.00128,4,0.00012,33711,0.669,20247.62
320200,1018,0.15133,240,0.03568,70,0.01041,27,0.00401,6,0.00089,2,0.00030,6727,0.654,18310.15
320210,2964,0.12879,740,0.03215,182,0.00791,69,0.00300,22,0.00096,4,0.00017,23014,0.662,12535.37
320220,2424,0.11509,314,0.01491,130,0.00617,19,0.00090,9,0.00043,1,0.00005,21061,0.718,20186.62
320225,1372,0.10945,296,0.02361,83,0.00662,35,0.00279,20,0.00160,3,0.00024,12535,0.694,14133.75
320230,3559,0.11628,806,0.02633,214,0.00699,72,0.00235,13,0.00042,4,0.00013,30607,0.703,16887.94
320240,16914,0.13753,3567,0.02900,812,0.00660,243,0.00198,60,0.00049,11,0.00009,122982,0.731,17544.28
320245,3443,0.13380,781,0.03035,162,0.00630,65,0.00253,13,0.00051,2,0.00008,25732,0.647,12396.03
320250,1583,0.12802,302,0.02442,109,0.00882,35,0.00283,9,0.00073,1,0.00008,12365,0.726,19137.26
320255,1587,0.17793,268,0.03005,99,0.01110,34,0.00381,6,0.00067,3,0.00034,8919,0.622,15584.05
320260,1432,0.10418,379,0.02757,80,0.00582,21,0.00153,10,0.00073,1,0.00007,13745,0.729,23706.39
320265,1738,0.13141,222,0.01679,91,0.00688,23,0.00174,10,0.00076,1,0.00008,13226,0.637,14517.60
320270,1545,0.10950,341,0.02417,95,0.00673,44,0.00312,11,0.00078,3,0.00021,14109,0.702,17197.41
320280,5943,0.17463,733,0.02154,367,0.01078,66,0.00194,36,0.00106,3,0.00009,34032,0.654,90330.08
320290,1102,0.10378,261,0.02458,72,0.00678,31,0.00292,11,0.00104,2,0.00019,10619,0.684,18766.78
320300,4169,0.14361,727,0.02504,262,0.00903,84,0.00289,23,0.00079,5,0.00017,29030,0.666,13766.75
320305,4385,0.14664,877,0.02933,273,0.00913,43,0.00144,32,0.00107,2,0.00007,29904,0.678,15633.86
320310,1452,0.12364,231,0.01967,77,0.00656,21,0.00179,6,0.00051,1,0.00009,11744,0.698,11697.94
320313,1855,0.11165,294,0.01770,102,0.00614,18,0.00108,10,0.00060,1,0.00006,16614,0.753,20399.93
320316,1198,0.10930,316,0.02883,82,0.00748,35,0.00319,15,0.00137,3,0.00027,10961,0.656,11697.36
320320,23072,0.13543,5024,0.02949,1131,0.00664,366,0.00215,80,0.00047,15,0.00009,170364,0.724,32417.46
320330,1765,0.11616,377,0.02481,100,0.00658,30,0.00197,14,0.00092,2,0.00013,15194,0.657,10825.03
320332,5684,0.14916,1030,0.02703,420,0.01102,66,0.00173,21,0.00055,3,0.00008,38108,0.696,41684.11
320334,2346,0.14249,443,0.02691,144,0.00875,35,0.00213,14,0.00085,2,0.00012,16464,0.710,25316.09
320335,1493,0.11756,386,0.03039,100,0.00787,30,0.00236,21,0.00165,2,0.00016,12700,0.696,20165.24
320340,2966,0.11325,634,0.02421,175,0.00668,68,0.00260,20,0.00076,4,0.00015,26191,0.670,16889.55
320350,2786,0.14843,872,0.04646,166,0.00884,89,0.00474,18,0.00096,5,0.00027,18770,0.667,17721.26
320360,713,0.12842,129,0.02323,43,0.00774,16,0.00288,5,0.00090,1,0.00018,5552,0.666,12298.60
320370,2449,0.13905,578,0.03282,156,0.00886,45,0.00255,17,0.00097,4,0.00023,17613,0.645,14829.80
320380,1792,0.11659,284,0.01848,112,0.00729,19,0.00124,12,0.00078,1,0.00007,15370,0.694,12291.49
320390,5980,0.12013,1957,0.03931,422,0.00848,133,0.00267,52,0.00104,7,0.00014,49780,0.712,18226.34
320400,2256,0.09784,604,0.02619,141,0.00611,38,0.00165,32,0.00139,3,0.00013,23059,0.667,9998.82
320405,3317,0.12767,680,0.02617,170,0.00654,67,0.00258,13,0.00050,4,0.00015,25982,0.654,10751.32
320410,3660,0.13676,639,0.02388,201,0.00751,42,0.00157,19,0.00071,3,0.00011,26763,0.673,17070.11
320420,2849,0.13336,886,0.04147,186,0.00871,75,0.00351,10,0.00047,2,0.00009,21363,0.727,22287.06
320425,956,0.12282,154,0.01978,62,0.00797,18,0.00231,6,0.00077,1,0.00013,7784,0.669,10298.06
320430,1823,0.15869,297,0.02585,149,0.01297,22,0.00192,15,0.00131,1,0.00009,11488,0.657,292397.08
320435,2522,0.13267,503,0.02646,155,0.00815,39,0.00205,24,0.00126,2,0.00011,19009,0.681,19502.23
320440,1396,0.12016,405,0.03486,100,0.00861,32,0.00275,14,0.00121,2,0.00017,11618,0.711,14684.87
320450,1318,0.10715,249,0.02024,78,0.00634,25,0.00203,19,0.00154,2,0.00016,12300,0.626,15396.31
320455,5303,0.13308,1065,0.02673,332,0.00833,105,0.00263,42,0.00105,9,0.00023,39849,0.671,34232.97
320460,2781,0.11889,919,0.03929,183,0.00782,104,0.00445,18,0.00077,4,0.00017,23392,0.714,19353.67
320465,1183,0.13773,276,0.03213,94,0.01094,17,0.00198,18,0.00210,1,0.00012,8589,0.682,26061.77
320470,3871,0.10361,807,0.02160,212,0.00567,69,0.00185,32,0.00086,4,0.00011,37361,0.709,15227.17
320480,1176,0.11130,193,0.01827,69,0.00653,21,0.00199,8,0.00076,1,0.00009,10566,0.688,14803.69
320490,16936,0.13175,3710,0.02886,963,0.00749,280,0.00218,93,0.00072,11,0.00009,128542,0.735,16451.41
320495,1277,0.10367,284,0.02306,77,0.00625,29,0.00235,6,0.00049,2,0.00016,12318,0.700,17216.70
320500,68359,0.13467,14239,0.02805,3277,0.00646,808,0.00159,131,0.00026,34,0.00007,507598,0.739,36884.26
320501,4278,0.14527,795,0.02700,197,0.00669,40,0.00136,14,0.00048,2,0.00007,29449,0.662,19190.20
320503,2735,0.12897,456,0.02150,152,0.00717,35,0.00165,19,0.00090,3,0.00014,21207,0.663,17399.79
320506,2963,0.11948,1051,0.04238,176,0.00710,104,0.00419,8,0.00032,4,0.00016,24800,0.728,23548.80
320510,9630,0.12514,2414,0.03137,526,0.00684,139,0.00181,28,0.00036,6,0.00008,76954,0.686,27678.29
320515,1196,0.13041,305,0.03326,85,0.00927,29,0.00316,23,0.00251,2,0.00022,9171,0.681,14443.05
320517,1897,0.13466,453,0.03216,111,0.00788,27,0.00192,19,0.00135,1,0.00007,14087,0.675,17442.45
320520,56107,0.11540,12821,0.02637,2956,0.00608,878,0.00181,126,0.00026,43,0.00009,486208,0.800,22605.19
320530,39365,0.10988,15321,0.04276,2411,0.00673,1023,0.00286,86,0.00024,35,0.00010,358267,0.845,55779.18
330010,22335,0.11145,6436,0.03211,1184,0.00591,434,0.00217,104,0.00052,26,0.00013,200407,0.724,51893.01
330015,971,0.08362,248,0.02136,99,0.00853,42,0.00362,6,0.00052,2,0.00017,11612,0.692,15202.23
330020,17589,0.13484,4314,0.03307,1283,0.00984,365,0.00280,60,0.00046,21,0.00016,130439,0.718,19840.12
330022,1385,0.11106,310,0.02486,96,0.00770,26,0.00208,13,0.00104,1,0.00008,12471,0.684,26814.55
330023,6656,0.20024,1462,0.04398,531,0.01597,135,0.00406,21,0.00063,6,0.00018,33240,0.728,53078.97
330025,4146,0.13776,1216,0.04040,273,0.00907,150,0.00498,14,0.00047,7,0.00023,30096,0.733,24711.70
330030,10329,0.10332,2449,0.02450,734,0.00734,294,0.00294,56,0.00056,16,0.00016,99969,0.733,20789.95
330040,19855,0.10792,4890,0.02658,1364,0.00741,457,0.00248,79,0.00043,19,0.00010,183976,0.729,27211.05
330045,59694,0.11737,13010,0.02558,3071,0.00604,1120,0.00220,200,0.00039,55,0.00011,508614,0.684,16514.03
330050,3632,0.13319,836,0.03066,251,0.00920,117,0.00429,24,0.00088,7,0.00026,27269,0.660,24601.13
330060,4735,0.12802,1883,0.05091,374,0.01011,275,0.00744,39,0.00105,11,0.00030,36985,0.732,20181.93
330070,28685,0.12891,6372,0.02863,1823,0.00819,623,0.00280,97,0.00044,30,0.00013,222528,0.735,39781.41
330080,7586,0.12954,1882,0.03214,501,0.00856,197,0.00336,40,0.00068,12,0.00020,58560,0.700,16931.18
330090,1615,0.10422,540,0.03485,172,0.01110,93,0.00600,15,0.00097,4,0.00026,15496,0.691,20996.36
330093,1759,0.10967,373,0.02326,128,0.00798,21,0.00131,12,0.00075,1,0.00006,16039,0.713,23636.65
330095,1193,0.13963,192,0.02247,85,0.00995,31,0.00363,7,0.00082,1,0.00012,8544,0.685,43323.81
330100,66183,0.13147,15930,0.03164,3802,0.00755,1715,0.00341,317,0.00063,75,0.00015,503424,0.716,43013.04
330110,2365,0.11721,541,0.02681,190,0.00942,89,0.00441,16,0.00079,6,0.00030,20177,0.709,34591.90
330115,1950,0.15203,350,0.02729,138,0.01076,45,0.00351,13,0.00101,2,0.00016,12826,0.648,25550.88
330120,2126,0.11336,602,0.03210,146,0.00778,79,0.00421,14,0.00075,5,0.00027,18755,0.696,22822.87
330130,6335,0.14632,2057,0.04751,341,0.00788,179,0.00413,22,0.00051,10,0.00023,43295,0.726,32620.43
330140,3007,0.13038,797,0.03456,195,0.00845,79,0.00343,21,0.00091,6,0.00026,23064,0.712,14318.30
330150,2533,0.11616,692,0.03173,200,0.00917,94,0.00431,14,0.00064,6,0.00028,21806,0.729,21811.77
330160,1439,0.12563,356,0.03108,145,0.01266,44,0.00384,11,0.00096,3,0.00026,11454,0.659,18983.95
330170,116518,0.12743,33677,0.03683,6170,0.00675,2910,0.00318,432,0.00047,123,0.00013,914383,0.711,45894.84
330180,1389,0.09972,715,0.05133,94,0.00675,56,0.00402,7,0.00050,3,0.00022,13929,0.722,19281.12
330185,7071,0.11862,1351,0.02266,370,0.00621,109,0.00183,27,0.00045,4,0.00007,59613,0.698,15899.61
330187,3805,0.13706,1285,0.04629,212,0.00764,99,0.00357,13,0.00047,3,0.00011,27762,0.761,17159.10
330190,30918,0.12953,6860,0.02874,1981,0.00830,609,0.00255,123,0.00052,30,0.00013,238695,0.693,18012.86
330200,17489,0.13890,5226,0.04150,1222,0.00971,506,0.00402,72,0.00057,19,0.00015,125913,0.715,61819.73
330205,1552,0.10269,357,0.02362,122,0.00807,52,0.00344,10,0.00066,2,0.00013,15113,0.688,22228.33
330210,2600,0.11184,825,0.03549,233,0.01002,139,0.00598,25,0.00108,8,0.00034,23247,0.713,22170.47
330220,11135,0.10850,3727,0.03632,702,0.00684,436,0.00425,59,0.00057,20,0.00019,102626,0.730,27051.85
330225,3655,0.11590,535,0.01696,250,0.00793,39,0.00124,13,0.00041,1,0.00003,31537,0.737,142045.96
330227,13612,0.13093,3051,0.02935,673,0.00647,206,0.00198,42,0.00040,10,0.00010,103960,0.659,15956.10
330230,925,0.12524,237,0.03209,86,0.01164,32,0.00433,5,0.00068,1,0.00014,7386,0.668,18550.07
330240,32268,0.12824,8647,0.03436,2035,0.00809,708,0.00281,91,0.00036,31,0.00012,251631,0.764,62961.48
330245,1157,0.20757,261,0.04682,85,0.01525,49,0.00879,7,0.00126,2,0.00036,5574,0.703,29604.28
330250,35803,0.14694,9542,0.03916,1669,0.00685,679,0.00279,105,0.00043,28,0.00011,243657,0.709,16240.43
330260,5462,0.12502,1220,0.02792,463,0.01060,93,0.00213,29,0.00066,4,0.00009,43689,0.753,84853.61
330270,21524,0.13641,4705,0.02982,1354,0.00858,440,0.00279,81,0.00051,21,0.00013,157789,0.765,74760.02
330280,1994,0.10733,303,0.01631,154,0.00829,55,0.00296,12,0.00065,2,0.00011,18578,0.736,16524.39
330285,18905,0.10765,4763,0.02712,1205,0.00686,446,0.00254,74,0.00042,14,0.00008,175620,0.737,13505.21
330290,3359,0.13176,810,0.03177,220,0.00863,126,0.00494,23,0.00090,8,0.00031,25493,0.745,26288.23
330300,3541,0.13021,1003,0.03688,228,0.00838,145,0.00533,19,0.00070,7,0.00026,27195,0.713,18453.63
330310,1716,0.11198,477,0.03113,157,0.01025,79,0.00516,15,0.00098,5,0.00033,15324,0.730,16455.89
330320,19230,0.11851,8994,0.05543,1141,0.00703,908,0.00560,71,0.00044,27,0.00017,162269,0.753,16698.88
330330,53602,0.10474,19082,0.03729,3799,0.00742,2063,0.00403,229,0.00045,96,0.00019,511786,0.837,55049.66
330340,22721,0.11953,5938,0.03124,1454,0.00765,705,0.00371,139,0.00073,43,0.00023,190084,0.745,27048.70
330350,110573,0.13503,32049,0.03914,5797,0.00708,2854,0.00349,398,0.00049,132,0.00016,818875,0.713,21077.70
330360,4805,0.09273,2039,0.03935,383,0.00739,205,0.00396,22,0.00042,6,0.00012,51815,0.720,17699.45
